Date,Oil,Adjusted Close,,Date,
11/23/2009,76.49,1094.9,,11/19/2009,0
11/20/2009,76.83,1109.8,,11/18/2009,0
11/19/2009,77.47,1110.32,,11/17/2009,0
11/18/2009,79.55,1109.3,,11/16/2009,0
11/17/2009,79.08,1093.48,,11/13/2009,0
11/16/2009,78.91,1087.24,,11/12/2009,0
11/13/2009,76.34,1098.51,,11/11/2009,0
11/12/2009,77.25,1093.01,,11/10/2009,0
11/11/2009,79.16,1093.08,,11/9/2009,0
11/10/2009,79.01,1069.3,,11/6/2009,0
11/9/2009,79.44,1066.63,,11/5/2009,0
11/6/2009,77.4,1046.5,,11/4/2009,0
11/5/2009,79.64,1045.41,,11/3/2009,0
11/4/2009,80.3,1042.88,,11/2/2009,0
11/3/2009,79.58,1036.19,,10/30/2009,0
11/2/2009,78.08,1066.11,,10/29/2009,0
10/30/2009,77.04,1042.63,,10/28/2009,0
10/29/2009,79.84,1063.41,,10/27/2009,0
10/28/2009,77.39,1066.95,,10/26/2009,0
10/27/2009,79.45,1079.6,,10/23/2009,0
10/26/2009,78.61,1092.91,,10/22/2009,0
10/23/2009,80.11,1081.4,,10/21/2009,0
10/22/2009,80.82,1091.06,,10/20/2009,0
10/21/2009,81.03,1097.91,,10/19/2009,0
10/20/2009,78.87,1087.68,,10/16/2009,0
10/19/2009,79.47,1096.56,,10/15/2009,0
10/16/2009,78.54,1092.02,,10/14/2009,0
10/15/2009,77.55,1073.19,,10/13/2009,0
10/14/2009,75.2,1076.19,,10/12/2009,0
10/13/2009,74.1,1071.49,,10/9/2009,0
10/12/2009,73.24,1065.48,,10/8/2009,0
10/9/2009,71.75,1057.58,,10/7/2009,0
10/8/2009,71.69,1054.72,,10/6/2009,0
10/7/2009,69.6,1040.46,,10/5/2009,0
10/6/2009,70.71,1025.21,,10/2/2009,0
10/5/2009,70.26,1029.85,,10/1/2009,0
10/2/2009,69.8,1057.08,,9/30/2009,0
10/1/2009,70.67,1060.61,,9/29/2009,0
9/30/2009,70.46,1062.98,,9/28/2009,0
9/29/2009,66.56,1044.38,,9/25/2009,0
9/28/2009,66.69,1050.78,,9/24/2009,0
9/25/2009,65.91,1060.87,,9/23/2009,0
9/24/2009,65.74,1071.66,,9/22/2009,0
9/23/2009,68.74,1064.66,,9/21/2009,0
9/22/2009,71.5,1068.3,,9/18/2009,0
9/21/2009,69.74,1065.49,,9/17/2009,0
9/18/2009,71.95,1068.76,,9/16/2009,0
9/17/2009,72.48,1052.63,,9/15/2009,0
9/16/2009,72.5,1049.34,,9/14/2009,0
9/15/2009,70.81,1042.73,,9/11/2009,0
9/14/2009,68.86,1044.14,,9/10/2009,0
9/11/2009,69.34,1033.37,,9/9/2009,0
9/10/2009,71.95,1025.39,,9/8/2009,0
9/9/2009,71.27,1016.4,,9/4/2009,0
9/8/2009,71.08,1003.24,,9/3/2009,0
9/4/2009,67.95,994.75,,9/2/2009,0
9/3/2009,67.9,998.04,,9/1/2009,0
9/2/2009,68.03,1020.62,,8/31/2009,0
9/1/2009,68.11,1028.93,,8/28/2009,0
8/31/2009,69.97,1030.98,,8/27/2009,0
8/28/2009,72.72,1028.12,,8/26/2009,0
8/27/2009,72.49,1028,,8/25/2009,0
8/26/2009,71.38,1025.57,,8/24/2009,0
8/25/2009,71.6,1026.13,,8/21/2009,0
8/24/2009,73.68,1007.37,,8/20/2009,0
8/21/2009,73.12,996.46,,8/19/2009,0
8/20/2009,72.4,989.67,,8/18/2009,0
8/19/2009,72.54,979.73,,8/17/2009,0
8/18/2009,69.22,1004.09,,8/14/2009,0
8/17/2009,66.72,1012.73,,8/13/2009,0
8/14/2009,67.51,1005.81,,8/12/2009,0
8/13/2009,70.57,994.35,,8/11/2009,0
8/12/2009,70.08,1007.1,,8/10/2009,0
8/11/2009,69.46,1010.48,,8/7/2009,0
8/10/2009,70.59,997.08,,8/6/2009,0
8/7/2009,70.97,1002.72,,8/5/2009,0
8/6/2009,71.96,1005.65,,8/4/2009,0
8/5/2009,71.97,1002.63,,8/3/2009,0
8/4/2009,71.4,987.48,,7/31/2009,0
8/3/2009,71.59,986.75,,7/30/2009,0
7/31/2009,69.26,975.15,,7/29/2009,0
7/30/2009,66.9,979.62,,7/28/2009,0
7/29/2009,63.42,982.18,,7/27/2009,0
7/28/2009,67.24,979.26,,7/24/2009,0
7/27/2009,68.34,976.29,,7/23/2009,0
7/24/2009,66.96,954.07,,7/22/2009,0
7/23/2009,66.1,954.58,,7/21/2009,0
7/22/2009,64.58,951.13,,7/20/2009,0
7/21/2009,64.81,940.38,,7/17/2009,0
7/20/2009,63.93,940.74,,7/16/2009,0
7/17/2009,63.56,932.68,,7/15/2009,0
7/16/2009,62.07,905.84,,7/14/2009,0
7/15/2009,61.49,901.05,,7/13/2009,0
7/14/2009,59.62,879.13,,7/10/2009,0
7/13/2009,59.69,882.68,,7/9/2009,0
7/10/2009,59.93,879.56,,7/8/2009,0
7/9/2009,60.36,881.03,,7/7/2009,0
7/8/2009,60.15,898.72,,7/6/2009,0
7/7/2009,62.88,896.42,,7/2/2009,0
7/6/2009,64.06,923.33,,7/1/2009,0
7/2/2009,66.68,919.32,,6/30/2009,0
7/1/2009,69.32,927.23,,6/29/2009,0
6/30/2009,69.82,918.9,,6/26/2009,0
6/29/2009,71.47,920.26,,6/25/2009,0
6/26/2009,69.16,900.94,,6/24/2009,0
6/25/2009,69.7,895.1,,6/23/2009,0
6/24/2009,68.14,893.04,,6/22/2009,0
6/23/2009,68.81,921.23,,6/19/2009,0
6/22/2009,67.09,918.37,,6/18/2009,0
6/19/2009,69.6,910.71,,6/17/2009,0
6/18/2009,71.42,911.97,,6/16/2009,0
6/17/2009,71.07,923.72,,6/15/2009,0
6/16/2009,70.47,946.21,,6/12/2009,0
6/15/2009,70.54,944.89,,6/11/2009,0
6/12/2009,72.13,939.15,,6/10/2009,0
6/11/2009,72.69,942.43,,6/9/2009,0
6/10/2009,71.38,939.14,,6/8/2009,0
6/9/2009,70.02,940.09,,6/5/2009,0
6/8/2009,68.05,942.46,,6/4/2009,0
6/5/2009,68.43,931.76,,6/3/2009,0
6/4/2009,68.8,944.74,,6/2/2009,0
6/3/2009,66.14,942.87,,6/1/2009,0
6/2/2009,68.58,919.14,,5/29/2009,0
6/1/2009,68.59,906.83,,5/28/2009,0
5/29/2009,66.31,893.06,,5/27/2009,0
5/28/2009,65.09,910.33,,5/26/2009,0
5/27/2009,63.41,887,,5/22/2009,0
5/26/2009,62.48,888.33,,5/21/2009,0
5/22/2009,61.15,903.47,,5/20/2009,0
5/21/2009,60.49,908.13,,5/19/2009,0
5/20/2009,61.45,909.71,,5/18/2009,0
5/19/2009,59.52,882.88,,5/15/2009,0
5/18/2009,58.99,893.07,,5/14/2009,0
5/15/2009,56.52,883.92,,5/13/2009,0
5/14/2009,58.58,908.35,,5/12/2009,0
5/13/2009,58,909.24,,5/11/2009,0
5/12/2009,58.81,929.23,,5/8/2009,0
5/11/2009,57.79,907.39,,5/7/2009,0
5/8/2009,58.58,919.53,,5/6/2009,0
5/7/2009,56.67,903.8,,5/5/2009,0
5/6/2009,56.29,907.24,,5/4/2009,0
5/5/2009,53.81,877.52,,5/1/2009,0
5/4/2009,54.45,872.81,,4/30/2009,0
5/1/2009,52.18,873.64,,4/29/2009,0
4/30/2009,50.35,855.16,,4/28/2009,0
4/29/2009,50.19,857.51,,4/27/2009,0
4/28/2009,49.01,866.23,,4/24/2009,0
4/27/2009,49.29,851.92,,4/23/2009,0
4/24/2009,50.65,843.55,,4/22/2009,0
4/23/2009,48.46,850.08,,4/21/2009,0
4/22/2009,47.41,832.39,,4/20/2009,0
4/21/2009,46.65,869.6,,4/17/2009,0
4/20/2009,45.82,865.3,,4/16/2009,0
4/17/2009,50.36,852.06,,4/15/2009,0
4/16/2009,49.97,841.5,,4/14/2009,0
4/15/2009,49.26,858.73,,4/13/2009,0
4/14/2009,49.51,856.56,,4/9/2009,0
4/13/2009,50.22,825.16,,4/8/2009,0
4/9/2009,52.24,815.55,,4/7/2009,0
4/8/2009,49.37,835.48,,4/6/2009,0
4/7/2009,49.13,842.5,,4/3/2009,0
4/6/2009,51.1,834.38,,4/2/2009,0
4/3/2009,52.52,811.08,,4/1/2009,0
4/2/2009,52.61,797.87,,3/31/2009,0
4/1/2009,48.46,787.53,,3/30/2009,0
3/31/2009,49.64,815.94,,3/27/2009,0
3/30/2009,48.49,832.86,,3/26/2009,0
3/27/2009,52.41,813.88,,3/25/2009,0
3/26/2009,53.87,806.12,,3/24/2009,0
3/25/2009,52.24,822.92,,3/23/2009,0
3/24/2009,53.36,768.54,,3/20/2009,0
3/23/2009,53.05,784.04,,3/19/2009,0
3/20/2009,51.55,794.35,,3/18/2009,0
3/19/2009,51.46,778.12,,3/17/2009,0
3/18/2009,48.12,753.89,,3/16/2009,0
3/17/2009,48.97,756.55,,3/13/2009,0
3/16/2009,47.33,750.74,,3/12/2009,0
3/13/2009,46.22,721.36,,3/11/2009,0
3/12/2009,46.91,719.6,,3/10/2009,0
3/11/2009,42.46,676.53,,3/9/2009,0
3/10/2009,45.68,683.38,,3/6/2009,0
3/9/2009,47.01,682.55,,3/5/2009,0
3/6/2009,45.43,712.87,,3/4/2009,0
3/5/2009,43.54,696.33,,3/3/2009,0
3/4/2009,45.28,700.82,,3/2/2009,0
3/3/2009,41.57,735.09,,2/27/2009,0
3/2/2009,40.07,752.83,,2/26/2009,0
2/27/2009,44.15,764.9,,2/25/2009,0
2/26/2009,43.18,773.14,,2/24/2009,0
2/25/2009,41.64,743.33,,2/23/2009,0
2/24/2009,38.86,770.05,,2/20/2009,0
2/23/2009,37.66,778.94,,2/19/2009,0
2/20/2009,39.35,788.42,,2/18/2009,0
2/19/2009,39.6,789.17,,2/17/2009,0
2/18/2009,34.67,826.84,,2/13/2009,0
2/17/2009,34.96,835.19,,2/12/2009,0
2/13/2009,37.63,833.74,,2/11/2009,0
2/12/2009,34.03,827.16,,2/10/2009,0
2/11/2009,35.93,869.89,,2/9/2009,0
2/10/2009,37.54,868.6,,2/6/2009,0
2/9/2009,39.58,845.85,,2/5/2009,0
2/6/2009,40.24,832.23,,2/4/2009,0
2/5/2009,41.15,838.51,,2/3/2009,0
2/4/2009,40.27,825.44,,2/2/2009,0
2/3/2009,40.87,825.88,,1/30/2009,0
2/2/2009,41.35,845.14,,1/29/2009,0
1/30/2009,41.73,874.09,,1/28/2009,0
1/29/2009,41.58,845.71,,1/27/2009,0
1/28/2009,42.04,836.57,,1/26/2009,0
1/27/2009,41.67,831.95,,1/23/2009,0
1/26/2009,46.5,827.5,,1/22/2009,0
1/23/2009,45.12,840.24,,1/21/2009,0
1/22/2009,42.33,805.22,,1/20/2009,0
1/21/2009,42.56,850.12,,1/16/2009,0
1/20/2009,38.57,843.74,,1/15/2009,0
1/16/2009,35.38,842.62,,1/14/2009,0
1/15/2009,35.41,871.79,,1/13/2009,0
1/14/2009,37.43,870.26,,1/12/2009,0
1/13/2009,37.77,890.35,,1/9/2009,0
1/12/2009,37.65,909.73,,1/8/2009,0
1/9/2009,40.69,906.65,,1/7/2009,0
1/8/2009,41.68,934.7,,1/6/2009,0
1/7/2009,42.75,927.45,,1/5/2009,0
1/6/2009,48.56,931.8,,1/2/2009,0
1/5/2009,48.61,903.25,,12/31/2008,0
1/2/2009,46.17,890.64,,12/30/2008,0
12/31/2008,44.6,869.42,,12/29/2008,0
12/30/2008,38.95,872.8,,12/26/2008,0
12/29/2008,39.89,868.15,,12/24/2008,0
12/26/2008,37.58,863.16,,12/23/2008,0
12/24/2008,32.94,871.63,,12/22/2008,0
12/23/2008,30.28,887.88,,12/19/2008,0
12/22/2008,31.1,885.28,,12/18/2008,0
12/19/2008,33.17,904.42,,12/17/2008,0
12/18/2008,36.73,913.18,,12/16/2008,0
12/17/2008,40.17,868.57,,12/15/2008,0
12/16/2008,43.84,879.73,,12/12/2008,0
12/15/2008,44.61,873.59,,12/11/2008,0
12/12/2008,46.27,899.24,,12/10/2008,0
12/11/2008,47.77,888.67,,12/9/2008,0
12/10/2008,43.1,909.7,,12/8/2008,0
12/9/2008,42,876.07,,12/5/2008,0
12/8/2008,43.69,845.22,,12/4/2008,0
12/5/2008,41.01,870.74,,12/3/2008,0
12/4/2008,43.8,848.81,,12/2/2008,0
12/3/2008,46.79,816.21,,12/1/2008,0
12/2/2008,47.05,896.24,,11/28/2008,0
12/1/2008,49.34,887.68,,11/26/2008,0
11/28/2008,55.21,857.39,,11/25/2008,0
11/26/2008,54.2,851.81,,11/24/2008,0
11/25/2008,50.02,800.03,,11/21/2008,0
11/24/2008,53.63,752.44,,11/20/2008,0
11/21/2008,49.22,806.58,,11/19/2008,0
11/20/2008,48.86,859.12,,11/18/2008,0
11/19/2008,53.64,850.75,,11/17/2008,0
11/18/2008,54.42,873.29,,11/14/2008,0
11/17/2008,55.14,911.29,,11/13/2008,0
11/14/2008,57.18,852.3,,11/12/2008,0
11/13/2008,58.31,898.95,,11/11/2008,0
11/12/2008,55.95,919.21,,11/10/2008,0
11/11/2008,59.38,930.99,,11/7/2008,0
11/10/2008,62.19,904.88,,11/6/2008,0
11/7/2008,61.06,952.77,,11/5/2008,0
11/6/2008,60.72,1005.75,,11/4/2008,0
11/5/2008,65.41,966.3,,11/3/2008,0
11/4/2008,70.41,968.75,,10/31/2008,0
11/3/2008,63.93,954.09,,10/30/2008,0
10/31/2008,68.1,930.09,,10/29/2008,0
10/30/2008,65.79,940.51,,10/28/2008,0
10/29/2008,67.45,848.92,,10/27/2008,0
10/28/2008,62.8,876.77,,10/24/2008,0
10/27/2008,61.92,908.11,,10/23/2008,0
10/24/2008,63.34,896.78,,10/22/2008,0
10/23/2008,67.17,955.05,,10/21/2008,0
10/22/2008,66.92,985.4,,10/20/2008,0
10/21/2008,71.29,940.55,,10/17/2008,0
10/20/2008,74.08,946.43,,10/16/2008,0
10/17/2008,71.9,907.84,,10/15/2008,0
10/16/2008,69.81,998.01,,10/14/2008,0
10/15/2008,74.38,1003.35,,10/13/2008,0
10/14/2008,78.69,899.22,,10/10/2008,0
10/13/2008,81.17,909.92,,10/9/2008,0
10/10/2008,77.44,984.94,,10/8/2008,0
10/9/2008,86.5,996.23,,10/7/2008,0
10/8/2008,88.94,1056.89,,10/6/2008,0
10/7/2008,90.18,1099.23,,10/3/2008,0
10/6/2008,88.15,1114.28,,10/2/2008,0
10/3/2008,93.91,1161.06,,10/1/2008,0
10/2/2008,93.84,1166.36,,9/30/2008,0
10/1/2008,98.23,1106.42,,9/29/2008,0
9/30/2008,100.7,1213.27,,9/26/2008,0
9/29/2008,96.29,1209.18,,9/25/2008,0
9/26/2008,106.77,1185.87,,9/24/2008,0
9/25/2008,111.54,1188.22,,9/23/2008,0
9/24/2008,106.84,1207.09,,9/22/2008,0
9/23/2008,107.85,1255.08,,9/19/2008,0
9/22/2008,122.61,1206.51,,9/18/2008,0
9/19/2008,104.05,1156.39,,9/17/2008,0
9/18/2008,97.5,1213.6,,9/16/2008,0
9/17/2008,97.39,1192.7,,9/15/2008,0
9/16/2008,91.49,1251.7,,9/12/2008,0
9/15/2008,95.52,1249.05,,9/11/2008,0
9/12/2008,101.19,1232.04,,9/10/2008,0
9/11/2008,100.95,1224.51,,9/9/2008,0
9/10/2008,102.66,1267.79,,9/8/2008,0
9/9/2008,103.23,1242.31,,9/5/2008,0
9/8/2008,106.35,1236.83,,9/4/2008,0
9/5/2008,106.47,1274.98,,9/3/2008,0
9/4/2008,107.99,1277.58,,9/2/2008,0
9/3/2008,109.38,1282.83,,8/29/2008,0
9/2/2008,109.63,1300.68,,8/28/2008,0
8/29/2008,115.55,1281.66,,8/27/2008,0
8/28/2008,115.58,1271.51,,8/26/2008,0
8/27/2008,118.17,1266.84,,8/25/2008,0
8/26/2008,116.31,1292.2,,8/22/2008,0
8/25/2008,114.85,1277.72,,8/21/2008,0
8/22/2008,114.48,1274.54,,8/20/2008,0
8/21/2008,121.23,1266.69,,8/19/2008,0
8/20/2008,115.48,1278.6,,8/18/2008,0
8/19/2008,114.39,1298.2,,8/15/2008,0
8/18/2008,112.92,1292.93,,8/14/2008,0
8/15/2008,113.46,1285.83,,8/13/2008,0
8/14/2008,115.05,1289.59,,8/12/2008,0
8/13/2008,115.96,1305.32,,8/11/2008,0
8/12/2008,113.1,1296.32,,8/8/2008,0
8/11/2008,114.44,1266.07,,8/7/2008,0
8/8/2008,115.42,1289.19,,8/6/2008,0
8/7/2008,119.84,1284.88,,8/5/2008,0
8/6/2008,118.57,1249.01,,8/4/2008,0
8/5/2008,118.71,1260.31,,8/1/2008,0
8/4/2008,121.45,1267.38,,7/31/2008,0
8/1/2008,125.03,1284.26,,7/30/2008,0
7/31/2008,124.17,1263.2,,7/29/2008,0
7/30/2008,126.74,1234.37,,7/28/2008,0
7/29/2008,122.21,1257.76,,7/25/2008,0
7/28/2008,124.72,1252.54,,7/24/2008,0
7/25/2008,122.59,1282.19,,7/23/2008,0
7/24/2008,124.62,1277,,7/22/2008,0
7/23/2008,123.73,1260,,7/21/2008,0
7/22/2008,127.25,1260.68,,7/18/2008,0
7/21/2008,131.43,1260.32,,7/17/2008,0
7/18/2008,128.94,1245.36,,7/16/2008,0
7/17/2008,129.43,1214.91,,7/15/2008,0
7/16/2008,134.63,1228.3,,7/14/2008,0
7/15/2008,138.68,1239.49,,7/11/2008,0
7/14/2008,145.16,1253.39,,7/10/2008,0
7/11/2008,144.96,1244.69,,7/9/2008,0
7/10/2008,141.47,1273.7,,7/8/2008,0
7/9/2008,135.88,1252.31,,7/7/2008,0
7/8/2008,136.06,1262.9,,7/3/2008,0
7/7/2008,141.38,1261.52,,7/2/2008,0
7/3/2008,145.31,1284.91,,7/1/2008,0
7/2/2008,143.74,1280,,6/30/2008,0
7/1/2008,141.06,1278.38,,6/27/2008,0
6/30/2008,139.96,1283.15,,6/26/2008,0
6/27/2008,139.69,1321.97,,6/25/2008,0
6/26/2008,138.91,1314.29,,6/24/2008,0
6/25/2008,133.92,1318,,6/23/2008,0
6/24/2008,136.49,1317.93,,6/20/2008,0
6/23/2008,135.98,1342.83,,6/19/2008,0
6/20/2008,134.78,1337.81,,6/18/2008,0
6/19/2008,131.88,1350.93,,6/17/2008,0
6/18/2008,136.54,1360.14,,6/16/2008,0
6/17/2008,133.99,1360.03,,6/13/2008,0
6/16/2008,134.52,1339.87,,6/12/2008,0
6/13/2008,134.84,1335.49,,6/11/2008,0
6/12/2008,136.91,1358.44,,6/10/2008,0
6/11/2008,136.43,1361.76,,6/9/2008,0
6/10/2008,131.38,1360.68,,6/6/2008,0
6/9/2008,134.44,1404.05,,6/5/2008,0
6/6/2008,138.51,1377.2,,6/4/2008,0
6/5/2008,127.93,1377.65,,6/3/2008,0
6/4/2008,122.3,1385.67,,6/2/2008,0
6/3/2008,124.33,1400.38,,5/30/2008,0
6/2/2008,127.75,1398.26,,5/29/2008,0
5/30/2008,127.35,1390.84,,5/28/2008,0
5/29/2008,126.7,1385.35,,5/27/2008,0
5/28/2008,131,1375.93,,5/23/2008,0
5/27/2008,128.81,1394.35,,5/22/2008,0
5/23/2008,131.58,1390.71,,5/21/2008,0
5/22/2008,130.04,1413.4,,5/20/2008,0
5/21/2008,132.99,1426.63,,5/19/2008,0
5/20/2008,128.93,1425.35,,5/16/2008,0
5/19/2008,127.15,1423.57,,5/15/2008,0
5/16/2008,126.5,1408.66,,5/14/2008,0
5/15/2008,124.25,1403.04,,5/13/2008,0
5/14/2008,124.21,1403.58,,5/12/2008,0
5/13/2008,125.83,1388.28,,5/9/2008,0
5/12/2008,124.02,1397.68,,5/8/2008,0
5/9/2008,125.94,1392.57,,5/7/2008,0
5/8/2008,123.77,1418.26,,5/6/2008,0
5/7/2008,123.56,1407.49,,5/5/2008,0
5/6/2008,121.82,1413.9,,5/2/2008,0
5/5/2008,119.94,1409.34,,5/1/2008,0
5/2/2008,116.36,1385.59,,4/30/2008,0
5/1/2008,112.6,1390.94,,4/29/2008,0
4/30/2008,113.7,1396.37,,4/28/2008,0
4/29/2008,115.67,1397.84,,4/25/2008,0
4/28/2008,118.78,1388.82,,4/24/2008,0
4/25/2008,119.64,1379.93,,4/23/2008,0
4/24/2008,117.1,1375.94,,4/22/2008,0
4/23/2008,119.28,1388.17,,4/21/2008,0
4/22/2008,119.17,1390.33,,4/18/2008,0
4/21/2008,117.48,1365.56,,4/17/2008,0
4/18/2008,116.56,1364.71,,4/16/2008,0
4/17/2008,114.8,1334.43,,4/15/2008,0
4/16/2008,114.8,1328.32,,4/14/2008,0
4/15/2008,113.77,1332.83,,4/11/2008,0
4/14/2008,111.71,1360.55,,4/10/2008,0
4/11/2008,110.14,1354.49,,4/9/2008,0
4/10/2008,110.07,1365.54,,4/8/2008,0
4/9/2008,110.89,1372.54,,4/7/2008,0
4/8/2008,108.54,1370.4,,4/4/2008,0
4/7/2008,108.91,1369.31,,4/3/2008,0
4/4/2008,106.09,1367.53,,4/2/2008,0
4/3/2008,103.92,1370.18,,4/1/2008,0
4/2/2008,104.83,1322.7,,3/31/2008,0
4/1/2008,100.92,1315.22,,3/28/2008,0
3/31/2008,101.54,1325.76,,3/27/2008,0
3/28/2008,105.59,1341.13,,3/26/2008,0
3/27/2008,107.56,1352.99,,3/25/2008,0
3/26/2008,105.83,1349.88,,3/24/2008,0
3/25/2008,101.78,1329.51,,3/20/2008,0
3/24/2008,101.7,1298.42,,3/19/2008,0
3/20/2008,102.57,1330.74,,3/18/2008,0
3/19/2008,103.25,1276.6,,3/17/2008,0
3/18/2008,109.57,1288.14,,3/14/2008,0
3/17/2008,105.74,1315.48,,3/13/2008,0
3/14/2008,110.03,1308.77,,3/12/2008,0
3/13/2008,110.21,1320.65,,3/11/2008,0
3/12/2008,109.86,1273.37,,3/10/2008,0
3/11/2008,108.73,1293.37,,3/7/2008,0
3/10/2008,107.9,1304.34,,3/6/2008,0
3/7/2008,105.12,1333.7,,3/5/2008,0
3/6/2008,105.51,1326.75,,3/4/2008,0
3/5/2008,104.45,1331.34,,3/3/2008,0
3/4/2008,99.72,1330.63,,2/29/2008,0
3/3/2008,102.42,1367.68,,2/28/2008,0
2/29/2008,101.78,1380.02,,2/27/2008,0
2/28/2008,102.6,1381.29,,2/26/2008,0
2/27/2008,99.59,1371.8,,2/25/2008,0
2/26/2008,100.83,1353.11,,2/22/2008,0
2/25/2008,99.4,1342.53,,2/21/2008,0
2/22/2008,99.03,1360.03,,2/20/2008,0
2/21/2008,98.57,1348.78,,2/19/2008,0
2/20/2008,100.86,1349.99,,2/15/2008,0
2/19/2008,99.99,1348.86,,2/14/2008,0
2/15/2008,95.57,1367.21,,2/13/2008,0
2/14/2008,95.42,1348.86,,2/12/2008,0
2/13/2008,93.28,1339.13,,2/11/2008,0
2/12/2008,92.82,1331.29,,2/8/2008,0
2/11/2008,93.56,1336.91,,2/7/2008,0
2/8/2008,91.77,1326.45,,2/6/2008,0
2/7/2008,88.07,1336.64,,2/5/2008,0
2/6/2008,87.16,1380.82,,2/4/2008,0
2/5/2008,88.32,1395.42,,2/1/2008,0
2/4/2008,90.07,1378.55,,1/31/2008,0
2/1/2008,89.03,1355.81,,1/30/2008,0
1/31/2008,91.67,1362.3,,1/29/2008,0
1/30/2008,92.34,1353.96,,1/28/2008,0
1/29/2008,91.66,1330.61,,1/25/2008,0
1/28/2008,90.99,1352.07,,1/24/2008,0
1/25/2008,90.37,1338.6,,1/23/2008,0
1/24/2008,89.98,1310.5,,1/22/2008,0
1/23/2008,87.65,1325.19,,1/18/2008,0
1/22/2008,89.64,1333.25,,1/17/2008,0
1/18/2008,90.55,1373.2,,1/16/2008,0
1/17/2008,90.11,1380.95,,1/15/2008,0
1/16/2008,90.8,1416.25,,1/14/2008,0
1/15/2008,91.87,1401.02,,1/11/2008,0
1/14/2008,94.23,1420.33,,1/10/2008,0
1/11/2008,92.74,1409.13,,1/9/2008,0
1/10/2008,93.92,1390.19,,1/8/2008,0
1/9/2008,95.64,1416.18,,1/7/2008,0
1/8/2008,96.43,1411.63,,1/4/2008,0
1/7/2008,95.08,1447.16,,1/3/2008,0
1/4/2008,97.9,1447.16,,1/2/2008,0
1/3/2008,99.17,1468.36,,12/31/2007,0
1/2/2008,99.64,1478.49,,12/28/2007,0
12/31/2007,95.95,1476.27,,12/27/2007,0
12/28/2007,96.03,1497.66,,12/26/2007,0
12/27/2007,96.63,1496.45,,12/24/2007,0
12/26/2007,95.89,1484.46,,12/21/2007,0
12/24/2007,94,1460.12,,12/20/2007,0
12/21/2007,93.19,1453,,12/19/2007,0
12/20/2007,90.88,1454.98,,12/18/2007,0
12/19/2007,91.11,1445.9,,12/17/2007,0
12/18/2007,89.93,1467.95,,12/14/2007,0
12/17/2007,90.69,1488.41,,12/13/2007,0
12/14/2007,91.31,1486.59,,12/12/2007,0
12/13/2007,92.35,1477.65,,12/11/2007,0
12/12/2007,94.41,1515.96,,12/10/2007,0
12/11/2007,90.12,1504.66,,12/7/2007,0
12/10/2007,87.72,1507.34,,12/6/2007,0
12/7/2007,88.23,1485.01,,12/5/2007,0
12/6/2007,90.25,1462.79,,12/4/2007,0
12/5/2007,87.45,1472.42,,12/3/2007,0
12/4/2007,88.31,1481.14,,11/30/2007,0
12/3/2007,89.29,1469.72,,11/29/2007,0
11/30/2007,88.6,1469.02,,11/28/2007,0
11/29/2007,90.98,1428.23,,11/27/2007,0
11/28/2007,90.71,1407.22,,11/26/2007,0
11/27/2007,94.39,1440.7,,11/23/2007,0
11/26/2007,97.66,1416.77,,11/21/2007,0
11/23/2007,98.24,1439.7,,11/20/2007,0
11/21/2007,98.57,1433.27,,11/19/2007,0
11/20/2007,99.16,1458.74,,11/16/2007,0
11/19/2007,95.75,1451.15,,11/15/2007,0
11/16/2007,94.81,1470.58,,11/14/2007,0
11/15/2007,93.37,1481.05,,11/13/2007,0
11/14/2007,94.02,1439.18,,11/12/2007,0
11/13/2007,91.18,1453.7,,11/9/2007,0
11/12/2007,94.4,1474.77,,11/8/2007,0
11/9/2007,96.36,1475.62,,11/7/2007,0
11/8/2007,95.51,1520.27,,11/6/2007,0
11/7/2007,96.46,1502.17,,11/5/2007,0
11/6/2007,96.65,1509.65,,11/2/2007,0
11/5/2007,94.06,1508.44,,11/1/2007,0
11/2/2007,95.81,1549.38,,10/31/2007,0
11/1/2007,93.53,1531.02,,10/30/2007,0
10/31/2007,94.16,1540.98,,10/29/2007,0
10/30/2007,90.33,1535.28,,10/26/2007,0
10/29/2007,93.45,1514.4,,10/25/2007,0
10/26/2007,91.73,1515.88,,10/24/2007,0
10/25/2007,92.09,1519.59,,10/23/2007,0
10/24/2007,88.3,1506.33,,10/22/2007,0
10/23/2007,86.45,1500.63,,10/19/2007,0
10/22/2007,87.6,1540.08,,10/18/2007,0
10/19/2007,88.58,1541.24,,10/17/2007,0
10/18/2007,89.48,1538.53,,10/16/2007,0
10/17/2007,87.19,1548.71,,10/15/2007,0
10/16/2007,87.58,1561.8,,10/12/2007,0
10/15/2007,86.19,1554.41,,10/11/2007,0
10/12/2007,83.73,1562.47,,10/10/2007,0
10/11/2007,83.05,1565.15,,10/9/2007,0
10/10/2007,81.3,1552.58,,10/8/2007,0
10/9/2007,80.23,1557.59,,10/5/2007,0
10/8/2007,78.97,1542.84,,10/4/2007,0
10/5/2007,81.2,1539.59,,10/3/2007,0
10/4/2007,81.48,1546.63,,10/2/2007,0
10/3/2007,79.97,1547.04,,10/1/2007,0
10/2/2007,80,1526.75,,9/28/2007,0
10/1/2007,80.31,1531.38,,9/27/2007,0
9/28/2007,81.64,1525.42,,9/26/2007,0
9/27/2007,82.86,1517.21,,9/25/2007,0
9/26/2007,80.31,1517.73,,9/24/2007,0
